domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,"Gynaecology & Obstetrics: Endometriosis, Adenomyosis",16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Gynaecology & Obstetrics: Pathology ( Carcinoma Ovary),16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Brain Hemorrhage,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Cystic Fibrosis & Sleep Apnea,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Hea Failure,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Hypeension,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Liver,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Pneumonia,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Sarcoidosis,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Medicine: Thromboembolism And Fat Embolism Syndrome,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Microbiology: Aiims 2019,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Microbiology: Anitibody,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Microbiology: Hepatitis Viruses,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Microbiology: Herpesviruses,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,"Microbiology: Immunology Pa 2 ( Hybridoma Technology, Complement Pathways, Interferon, Structure And Functions Of Immune Cells )",16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Ophthalmology: Community Ophthalmology,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Ophthalmology: Inflammations Of Conjunctiva Allergic And Granulomatous,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Orthopaedics: Injuries Around Hip,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Orthopaedics: Lower Limb Traumatology,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Orthopaedics: Peripheral Nerve Injury,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Aiims 2018,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Fmge 2018,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Iron Deficiency And Megaloblastic Anemia,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Obstructive Lung Disease,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Small And Large Intestines,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pathology: Specific Cytogenetic Disorders,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pediatrics: Fmge 2018,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pediatrics: Impoant Genetic Syndromes,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pediatrics: Primary Immunodeficiency,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Ans,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Clinical Trials,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Dnb 2018,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Hematology And Cvs,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Neet 2019,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Pharmacology: Pituitary Hypothalmic System And Thyroid,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Physiology: Body Fluids,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Physiology: Renal Tubular Reabsorption And Secretion,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Physiology: Transport Across Cell Membrane,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Radiology: Genito Urinary System,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Radiology: Git And Hepatobiliary System,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Radiology: Urogenital System,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Skin: Psoriasis,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Social & Preventive Medicine: Environment,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Social & Preventive Medicine: General,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Social & Preventive Medicine: Healthcare Of The Community & International Health,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Surgery: Colon And Rectum Polyps And Carcinoma,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Surgery: General Management Of Wounds,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Surgery: Hernia And Abdominal Wall,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Surgery: Pathophysiology Acute Pancreatitis,16,MedMCQA:16,MCQA:16,records:16
Clinical Medicine,Anaesthesia: Cardiopulmonary Resuscitation And Mechanical Ventilation,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Anatomy: Abdomen: Miscellaneous,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Anatomy: Gram Positive Infections Corynebacterial Infections,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Anatomy: Histology,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Biochemistry: Aiims 2018,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Biochemistry: Molecular Biology,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Dental: Lichen Planus And Other Papulosquamous Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Gynaecology & Obstetrics: Endocrine Control Of The Menstrual Cycle,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Gynaecology & Obstetrics: Gestational Diabetes Mellitus,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Gynaecology & Obstetrics: Hypertensive Disorders In Pregnancy,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Gynaecology & Obstetrics: Pregnancy In Rh Negative Women,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Gynaecology & Obstetrics: Puerperium,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Medicine: Channelopathies And Neuropathies,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Medicine: Miscellaneous Questions,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Medicine: Murmurs,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Medicine: Seizures And Epilepsy,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Microbiology: General Microbiology ( Sterilization And Bacterial Genetics),15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Ophthalmology: Lacrimal Apparatus And Eyelid Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Ophthalmology: Nasolacrimal Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Orthopaedics: Bone,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Orthopaedics: Metabolic And Endocrine Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Orthopaedics: Tb Of The Spine,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Carcinogenesis,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Diabetes,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Infectious Lung Disease: Pneumonia,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Irreversible Cell Injury/ Necrosis,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Kidney Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Lukemia,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Myocardial Infarction,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Neet Jan 2020,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Obstructive Lung Diseases,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Stomach,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pathology: Tumors,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pediatrics: Epilepsy,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pediatrics: Genetics Of Common Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pediatrics: Liver Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Pharmacology: Antimetabolites And Quinolones,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Physiology: Applied Aspects And Respiratory Adjustments,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Physiology: Dnb 2018,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Physiology: Skeletal Muscle: Contraction And Excitation,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Psychiatry: Eating Disorders,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Psychiatry: Pharmacotherapy Management Of Children And Adolescents,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Radiology: Neet Jan 2020,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Radiology: Obstetrics And Gynaecology,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Skin: Alopecia,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Skin: Erythmato Squamous And Lichenoid Eruption,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Skin: Scabies,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Social & Preventive Medicine: Biomedical Waste Management,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Social & Preventive Medicine: Data Variables,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Social & Preventive Medicine: Proteins,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Social & Preventive Medicine: Rntcp,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Surgery: E.N.T.,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Surgery: Initial Assessment,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Surgery: Peripheral Arterial Occlusive Disease,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Surgery: Sutures And Anastomoses,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,Surgery: Urolithiasis,15,MedMCQA:15,MCQA:15,records:15
Clinical Medicine,"Anaesthesia: Spinal, Epidural, & Caudal Blocks",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Aiims 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Endocrinology,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Hand,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Kub & Adrenal Gland,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Liver,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Lower Limb 1,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Pharynx,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anatomy: Urogenital System,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Biochemistry: Galactose And Fructose Metabolism,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Biochemistry: Phenylalanine And Tyrosine Metabolism Detail,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Gynaecology & Obstetrics: Aiims 2019,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Gynaecology & Obstetrics: Carcinoma Endometrium,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Gynaecology & Obstetrics: Genital Prolapse Various Presentation Of Prolapse And Management Of Urinary Stress Incontinence (I Am Hanging By My Nails !),14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Gynaecology & Obstetrics: Intersex,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Gynaecology & Obstetrics: Placenta Types And Their Complications,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Aiims 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Aiims 2019,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Cardiomyopathies,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Cranial Nerve Disorders,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Jipmer 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Lymphoma And Plasma Cell Disorder,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Medicine: Tumors Of Nervous System,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Microbiology: Lab Investigations,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Microbiology: Myxo Viruses,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Ophthalmology: Miscellaneous ( Lens),14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Ophthalmology: Primary Open Angle Glaucoma And Related Conditions,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Ophthalmology: Surgical Techniques For Cataract Extraction,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Orthopaedics: Complications In Orthopedics,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Orthopaedics: Fmge 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Orthopaedics: Osteogenic Sarcoma,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Orthopaedics: Tuberculosis Of Bone & Joints,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Bleeding Disorder,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Chronic Inflammation,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Dnb 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Hallmarks Of Cancer,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Hematology,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Hematopoeisis: Basic Concepts,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Non Hodgkin Iymphoma,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pathology: Polycystic Kidney Disease,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pediatrics: Impoant Bacterial Diseases In Children,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pediatrics: Impoant Terminologies And Primitive Neonatal Reflexes,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pediatrics: Neet Jan 2020,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pharmacology: Ace Inhibitors,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pharmacology: Adrenal,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pharmacology: Anti Malaria Drugs,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pharmacology: Antimicrobial Drugs,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Pharmacology: Fmge 2017,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Physiology: Cardiac Output,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,"Physiology: Circulation: Cardiac Output, Venous Return",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Physiology: Excitation And Action Potiential,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Physiology: Pituitary,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Psychiatry: Neurotic Disorders,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Psychiatry: Treatment,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Radiology: Contrast Agents,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,"Social & Preventive Medicine: Classification, Coho Study",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,"Social & Preventive Medicine: Impoant Facts In Immunization, Newer Vaccines",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,"Social & Preventive Medicine: Intestinal Infections, Worm Infestations",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Social & Preventive Medicine: Other Fp Methods And New Initiatives In Family Planning,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,"Social & Preventive Medicine: Paediatric Care In Rch: Bw, Bl, Pem, Breast Feeding",14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Social & Preventive Medicine: Respiratory Infections,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Social & Preventive Medicine: Vitamins,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Breast Cancer Prognosis And Follow Up,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Head Injury,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Inguinal Hernias,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Jipmer 2017,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Miscellaneous ( Urethra & Penis),14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Neet 2018,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Surgery: Poal Hypeension,14,MedMCQA:14,MCQA:14,records:14
Clinical Medicine,Anaesthesia: Anaesthesia Of Special Situations,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Cerebrum,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Gluteal Region,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Joint Disorders,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,"Anatomy: Large Intestine, Rectum, And Anal Canal",13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Larynx,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Osteology Of Head And Neck,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Anatomy: Peritoneum & Gi Tract,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Biochemistry: Enzyme Basics And Serine Proteases,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Biochemistry: Etc,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Biochemistry: Kerbs Cycle,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Biochemistry: Neet 2018,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Biochemistry: Proteins Bonds And Structure,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Dental: Cells Of Epidermis,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Dental: Hyper Pigmented Disorders,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,"Dental: Nutrition And Metabolic Disorders, Systemic Conditions , Genodermatoses, Connective Tissue Disorders, Photodermatoses",13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Forensic Medicine: Biological Materials & Stains,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Forensic Medicine: Thermal Injuries,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Choriocarcinoma,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Drugs In Pregnancy,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Fmge 2018,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Hydramnios And Oligo Hydramnios,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Malpresentation,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Maternal Anatomy And Physiology,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Methods Progestogen Only Contraception,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Pharmacotherapeutic In Obstetrics,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Gynaecology & Obstetrics: Preterm Labour,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Abg Analysis Simplified,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Aiims 2017,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Budd Chiari Syndrome & Pancreatitis,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Cll & Cml,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Guillian Barre Syndrome & Alzheimer'S Disease,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Peripheral Nerve & Muscles,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Sle,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Thalassemia,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Medicine: Thyroid,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Microbiology: Jipmer 2019,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Microbiology: Sterilization And Disinfection,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Ophthalmology: Retinal Detachment,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Ophthalmology: Trauma,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Ophthalmology: Uveitis,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Orthopaedics: Humerus Fractures,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Orthopaedics: Important Complications In Orthopaedics,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Orthopaedics: Pelvis And Hip Injury,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Orthopaedics: Spinal Injury,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Orthopaedics: Supracondylar Fracture,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Amyloidosis,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Etiological Factors Of Neoplasia,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Hepatitis,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Hypersensitivity,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Hypersensitivity Reactions: Immune Mediated Injury,13,MedMCQA:13,MCQA:13,records:13
Clinical Medicine,Pathology: Neet 2018,13,MedMCQA:13,MCQA:13,records:13
